"greitai",12513
"kitaip",12495
"tau",12478
"valstybė",12457
"darbas",12456
"komisija",12443
"amžiaus",12438
"vieno",12398
"pvz",12308
"vakarų",12232
"e",12232
"informacija",12196
"litų",12193
"svarbu",12168
"grupės",12101
"valdymo",12069
"teisę",12063
"vyksta",12048
"namų",11972
"galbūt",11953
"beje",11935
"sudaro",11905
"dirbti",11860
"pasakyti",11829
"istorija",11804
"vaikai",11778
"ūkio",11735
"kitus",11696
"negu",11671
"galėjo",11661
"vos",11621
"sveikatos",11613
"vietą",11565
"aišku",11536
"ip",11498
"nuolat",11471
"bendrijos",11468
"narės",11456
"rinkos",11449
"respublikos",11445
"kelių",11394
"priemonių",11366
"labiausiai",11364
"ii",11339
"gi",11305
"l",11277
"gyventi",11271
"laikas",11258
"laiką",11254
"vien",11218
"dalies",11185
"reikėtų",11185
"jokių",11134
"šiame",11103
"kokia",11037
"proc",11014
"informaciją",11012
"tarsi",11011
"siekiant",11010
"vieta",10984
"seimo",10972
"šioje",10962
"politikos",10934
"klausimas",10932
"daugelis",10895
"kam",10856
"pasak",10854
"tokį",10832
"dalyje",10823
"atlikti",10761
"įvairių",10757
"teko",10726
"istorijos",10717
"energijos",10710
"dviejų",10641
"dienų",10595
"veikla",10587
"pradžioje",10561
"bažnyčios",10553
"kito",10544
"itin",10516
"t",10478
"rodo",10478
"komisijos",10459
"veikia",10452
"turėti",10442
"moteris",10424
"lietuvą",10398
"pirmiausia",10356
"gyvena",10351
"žmonėms",10351
"kelias",10338
"žmones",10333
"parašė",10301
"rašo",10296
"tuos",10279
"dievas",10253
"jus",10220
"prekybos",10210
"nereikia",10200
"veiklą",10198
"pirmą",10185
"tris",10168
"šalia",10148
"in",10136
"tautos",10132
"nuoroda",10099
"vokiečių",10081
"rasti",10058
"skaityti",10037
"paskui",9943
"mėnesį",9927
"partijos",9894
"gyvenimas",9886
"tikslas",9867
"turime",9792
"vienos",9778
"pagalbos",9760
"spalio",9690
"naują",9652
"vidaus",9645
"teisių",9591
"deja",9586
"g",9586
"link",9567
"birželio",9566
"dėmesį",9547
"ekonomikos",9541
"rytų",9526
"juo",9520
"liepos",9511
"naujų",9485
"galite",9459
"meno",9440
"organizacijos",9439
"rašė",9400
"laikais",9370
"pakankamai",9330
"kurias",9327
"mokyklos",9327
"keletą",9304
"skaičius",9304
"kitais",9249
"diena",9237
"padėti",9231
"sukurti",9226
"cia",9222
"vyriausybės",9207
"klaipėdos",9206
"lenkijos",9199
"maždaug",9195
"nustatyti",9182
"jūros",9179
"kiekvieną",9163
"srityje",9098
"paslaugų",9092
"atsirado",9069
"pateikti",9050
"tvarka",9038
"vilniuje",9028
"lyg",9009
"dėmesio",8994
"transporto",8981
"v",8955
"suprasti",8954
"valdžia",8930
"duomenų",8912
"pradėti",8891
"vienu",8882
"naudoti",8865
"daro",8845
"gyvenime",8843
"buvau",8831
"galime",8824
"kovo",8799
"kartus",8795
"europoje",8791
"negalima",8780
"galimybę",8770
"baltijos",8763
"ilgai",8762
"knygos",8754
"muzikos",8750
"tapti",8739
"nebus",8732
"šiaurės",8675
"trys",8645
"rugsėjo",8636
"ėmė",8631
"pirmasis",8617
"km",8607
"apskritai",8605
"eb",8603
"pasiekti",8598
"ka",8594
"šalis",8588
"pro",8578
"žydų",8573
"sovietų",8556
"naujas",8556
"teigia",8551
"sistemą",8523
"vokietijos",8520
"teismo",8495
"priimti",8485
"problemų",8477
"priemonės",8453
"puikiai",8435
"geras",8435
"mirties",8397
"mokesčių",8372
"gegužės",8356
"kažkas",8339
"pabaigoje",8339
"užtikrinti",8333
"turiu",8320
"komentaras",8289
"lietuviai",8283
"šalyje",8277
"metai",8257
"vakare",8247
"aplinkos",8228
"sausio",8222
"daugiausia",8207
"jame",8194
"nebūtų",8150
"vyras",8136
"gamybos",8131
"nemažai",8127
"kelis",8113
"liko",8101
"kitiems",8043
"k",7991
"vilnius",7990
"nuomone",7981
"paties",7980
"padeda",7970
"namo",7970
"svarbiausia",7961
"atvejais",7939
"galiu",7927
"pagrindinis",7925
"pasaulį",7879
"kūno",7878
"rusų",7872
"darbuotojų",7859
"miestas",7856
"problema",7854
"autorius",7853
"ja",7819
"tokius",7798
"sutarties",7796
"turto",7791
"grupė",7790
"dirba",7778
"namuose",7753
"turbūt",7741
"šv",7734
"kuria",7687
"skirti",7682
"pinigus",7657
"vadovas",7657
"nariai",7641
"įmonių",7635
"šiuos",7624
"privalo",7614
"interneto",7612
"laiku",7601
"straipsnyje",7593
"savivaldybės",7576
"produktų",7576
"leidžia",7559
"didelis",7559
"veiksmų",7555
"asmens",7550
"institucijos",7537
"kaina",7531
"saugumo",7529
"tokią",7522
"matyti",7505
"dalykas",7478
"vieni",7470
"norint",7456
"tenka",7434
"gera",7421
"vyko",7420
"darbų",7415
"gruodžio",7392
"vaikas",7384
"prasidėjo",7373
"manęs",7361
"pagaliau",7360
"anot",7347
"mintis",7340
"pakeisti",7322
"vaiko",7321
"draudimo",7311
"gerokai",7279
"gamtos",7275
"kalbėti",7268
"išskyrus",7266
"atžvilgiu",7257
"šalyse",7256
"kaimo",7254
"esame",7254
"tema",7237
"greičiau",7232
"del",7223
"asmenų",7209
"balandžio",7208
"nelabai",7202
"elektros",7201
"žmogui",7201
"j",7200
"moterų",7187
"aiškiai",7176
"pietų",7175
"mažai",7162
"prekių",7158
"sąlygas",7153
"knyga",7126
"gyventojai",7109
"programos",7107
"vaikus",7093
"sprendimas",7086
"savaitę",7081
"ties",7074
"teigė",7074
"priemones",7072
"žmogų",7066
"būdavo",7051
"žino",7045
"pusę",7036
"noriu",7035
"švietimo",7012
"vasario",7010
"n",7010
"taisyti",7008
"moterys",6967
"pagalba",6954
"joje",6949
"laisvės",6948
"matyt",6936
"politika",6915
"kainos",6907
"akis",6875
"pasirodė",6874
"tave",6866
"sprendimą",6858
"klausimą",6858
"kažką",6857
"savęs",6824
"projekto",6803
"darbus",6803
"kyla",6802
"atsiranda",6797
"pr",6780
"mieste",6778
"įstatymo",6769
"r",6753
"lenkų",6751
"klausimus",6751
"policijos",6749
"uz",6748
"siekia",6743
"įdomu",6725
"įgyvendinti",6723
"dalyvauti",6713
"pradeda",6706
"kokie",6678
"vyrai",6673
"nė",6673
"nauja",6656
"taryba",6654
"asmuo",6653
"kartų",6645
"žinių",6645
"remiantis",6635
"reikėjo",6609
"meilės",6606
"jokios",6587
"bažnyčia",6564
"rugpjūčio",6555
"amerikos",6549
"kurti",6548
"vaikams",6541
"būdas",6538
"centro",6526
"lietuvai",6521
"nepaisant",6503
"reikalų",6495
"nežinau",6491
"šiais",6489
"pat",6484
"svarbus",6439
"atgal",6437
"jokio",6408
"įmanoma",6405
"tiesiogiai",6398
"dalykų",6392
"situacija",6390
"straipsnį",6384
"esant",6380
"vardu",6367
"laikų",6367
"naujos",6366
"kuriems",6361
"pm",6357
"eiti",6356
"priežasčių",6353
"kelią",6335
"universiteto",6330
"kiekviena",6327
"u",6326
"vyriausybė",6318
"institucijų",6318
"ieškoti",6316
"lygio",6313
"kokybės",6311
"pasakė",6304
"jais",6304
"įskaitant",6299
"nustatyta",6291
"šiaip",6291
"tyrimų",6288
"lengvai",6284
"teises",6281
"sudarė",6277
"seniai",6274
"kuriuo",6272
"gyveno",6269
"prezidentas",6262
"atstovai",6257
"saulės",6243
"virš",6242
"vadinasi",6239
"lapkričio",6238
"atsižvelgiant",6233
"įtakos",6223
"trijų",6220
"gavo",6217
"priežastis",6211
"va",6210
"didelė",6191
"krašto",6183
"neįmanoma",6183
"de",6172
"neseniai",6170
"pasaulis",6166
"skyriaus",6147
"galimybė",6129
"tikriausiai",6110
"istoriją",6106
"val",6105
"pirmoji",6102
"rajono",6091
"esą",6090
"bendrovės",6075
"kokios",6058
"sąlygos",6052
"galimybes",6044
"teisė",6024
"teritorijoje",6014
"sprendimo",6014
"komentarų",6013
"dienas",6010
"sutartis",6010
"reikalavimus",6009
"galiausiai",5996
"forma",5980
"įstatymų",5977
"sienos",5938
"rašyti",5934
"medžiagos",5930
"šeima",5910
"leisti",5909
"problemos",5904
"kovos",5896
"galimybės",5893
"sistemoje",5893
"lieka",5848
"abu",5841
"rusija",5831
"viso",5831
"sporto",5811
"sutartį",5810
"galvos",5808
"pajamų",5796
"formos",5790
"atrodė",5787
"pranešimą",5784
"socialinės",5782
"lėšų",5781
"tipo",5778
"šalys",5775
"įvyko",5774
"vietų",5772
"mėn",5758
"biudžeto",5757
"patinka",5754
"jaunimo",5750
"liaudies",5748
"kuriose",5747
"veikti",5738
"vardas",5732
"susiję",5731
"asmenys",5720
"padarė",5719
"nuomonę",5718
"verta",5717
"pirma",5711
"spręsti",5705
"tautų",5702
"tėvai",5702
"kalbą",5701
"nato",5700
"centras",5699
"medžiagų",5693
"aplink",5680
"teismas",5673
"mama",5654
"katalikų",5652
"kalbėjo",5648
"kiekvieno",5620
"vykdyti",5616
"dalyvavo",5593
"tv",5588
"suteikia",5585
"skiriasi",5573
"tyrimo",5570
"namus",5570
"knygų",5558
"laikotarpiu",5553
"vienintelis",5547
"problemas",5543
"pusės",5541
"narys",5540
"visur",5534
"sėkmingai",5531
"tais",5524
"esi",5515
"sunkiai",5513
"naktį",5510
"rinkoje",5501
"priežiūros",5500
"pirmininkas",5493
"jonas",5481
"galimybių",5477
"finansų",5477
"darbai",5474
"skirta",5463
"sudaryti",5462
"pirmas",5457
"dirbo",5436
"pasirodo",5425
"paramos",5421
"vyrų",5410
"automobilių",5409
"santykių",5396
"anglų",5396
"kultūra",5376
"kuriam",5375
"galvą",5372
"tėvų",5361
"romos",5357
"iii",5355
"pačios",5353
"šia",5352
"kelio",5352
"programa",5344
"netrukus",5344
"prezidento",5343
"bendruomenės",5330
"pradžios",5317
"plačiau",5312
"šias",5309
"kitose",5304
"mokėti",5293
"kaune",5287
"įtaką",5274
"santykius",5272
"eina",5260
"ateityje",5259
"buvęs",5257
"visuomet",5254
"šalį",5249
"kuriuose",5241
"ų",5236
"naudotis",5221
"pusėje",5216
"meilė",5211
"pavyko",5199
"vanduo",5198
"direktyvos",5197
"pačių",5197
"keisti",5185
"tarnybos",5181
"santykiai",5161
"tėvas",5161
"studijų",5159
"paslaugas",5158
"vietoj",5156
"knygą",5153
"pabaigos",5138
"keli",5137
"laukia",5135
"negalėjo",5134
"tiems",5129
"šiemet",5123
"kuriais",5121
"pareigas",5117
"sąjunga",5111
"statybos",5105
"pamatyti",5102
"vienam",5086
"kitu",5085
"mokykloje",5084
"žinau",5081
"programą",5078
"pinigai",5073
"visais",5072
"daugelio",5061
"sprendimus",5058
"palyginti",5051
"sąlygomis",5047
"tame",5039
"kelia",5039
"uab",5032
"skaičių",5030
"karas",5026
"žodis",5026
"ol",5020
"egzistuoja",5017
"ligos",5015
"tikras",5012
"požiūriu",5011
"vartotojų",5006
"kokį",4988
"skirtas",4985
"procesas",4982
"mln",4979
"prasideda",4977
"mokymo",4972
"staiga",4971
"lygiai",4963
"politiką",4963
"laikyti",4957
"mat",4952
"centre",4951
"gauna",4950
"įvertinti",4934
"kelionės",4926
"pramonės",4921
"gyvūnų",4913
"butu",4912
"projektas",4905
"lengviau",4902
"suteikti",4901
"ministerijos",4894
"kino",4894
"dažniau",4880
"projektą",4869
"rankas",4868
"muzika",4865
"pavadinimas",4864
"mokykla",4860
"blogai",4844
"kontrolės",4843
"įmonė",4839
"pobūdžio",4834
"visuomenė",4833
"literatūros",4829
"mėnesius",4825
"atitinka",4825
"taisyklės",4824
"kilmės",4820
"stalo",4803
"vasarą",4803
"savimi",4789
"imtis",4785
"socialinių",4776
"sukūrė",4774
"duomenis",4770
"prancūzijos",4763
"ima",4750
"keletas",4750
"duomenys",4746
"pasakojo",4740
"parlamento",4735
"valdžią",4732
"mėnesių",4732
"internete",4723
"vakar",4717
"prasme",4717
"tokias",4716
"širdies",4715
"kraujo",4714
"negaliu",4713
"pagrindinių",4712
"naujo",4706
"išvengti",4705
"pagrindinė",4704
"darbuotojai",4698
"vienoje",4697
"tikslų",4688
"dalykus",4688
"pusė",4680
"kariuomenės",4679
"gerą",4679
"gaila",4670
"direktorius",4662
"duomenimis",4661
"išlaikyti",4659
"turės",4654
"padėtį",4653
"sąlygų",4650
"skyrius",4643
"miestų",4630
"kiekvienam",4624
"komandos",4622
"nu",4620
"organizacija",4619
"pasaulinio",4609
"žinoti",4609
"rinkimų",4608
"žodžio",4604
"f",4603
"siūlo",4601
"atėjo",4599
"patiko",4580
"sprendimų",4562
"padėtis",4560
"didžiosios",4555
"taisykles",4548
"žodžių",4547
"organizacijų",4543
"dujų",4533
"nesvarbu",4515
"palikti",4515
"visgi",4514
"paskelbė",4511
"norėčiau",4509
"pirmieji",4502
"pavyzdys",4501
"požiūris",4497
"neretai",4494
"dydžio",4485
"vytautas",4483
"siekti",4482
"rūšių",4482
"miestą",4471
"rezultatai",4469
"praktiškai",4466
"idėja",4465
"šiam",4457
"gimė",4447
"aktyviai",4445
"netinkamas",4444
"ryte",4444
"piliečių",4442
"tinkamai",4441
"numatyta",4439
"tinka",4435
"sakyti",4434
"didžioji",4430
"rūmų",4426
"dalykai",4423
"netoli",4422
"jėga",4422
"valstybėje",4420
"bendrą",4397
"reikalauja",4395
"filmas",4394
"sumažinti",4391
"kilo",4389
"viršų",4386
"žinios",4382
"ųjų",4379
"žodžiu",4377
"tūkstančių",4372
"vietas",4371
"plėtros",4365
"ateities",4361
"kainų",4356
"kasdien",4348
"pagalbą",4347
"studentų",4344
"pasiekė",4344
"banko",4343
"antra",4341
"situaciją",4340
"nuostatos",4337
"geriausia",4337
"narė",4333
"didelės",4331
"žmona",4329
"nera",4328
"laikotarpį",4322
"visoje",4320
"teisingai",4315
"visame",4313
"nepriklausomybės",4309
"teks",4305
"tikėjimo",4305
"karą",4303
"didžiausias",4302
"jėgos",4298
"senovės",4296
"vaidmenį",4293
"dėka",4293
"dokumentų",4280
"pernai",4273
"vadinamas",4273
"tiksliai",4270
"šaltinis",4263
"poveikį",4261
"komiteto",4255
"kalbama",4254
"tauta",4253
"turite",4253
"daugybė",4251
"institucija",4251
"parodė",4248
"ministras",4246
"sukurta",4246
"valstybei",4241
"paprasta",4238
"didesnis",4237
"veiksmus",4233
"kalbant",4227
"tyrimai",4226
"trūksta",4223
"iškart",4221
"joms",4220
"mirė",4219
"pernelyg",4216
"medicinos",4215
"reikės",4213
"mokyklą",4213
"įsigyti",4210
"viduje",4209
"didelę",4206
"moters",4200
"norėjo",4194
"ju",4192
"padėjo",4187
"mokytis",4187
"statyti",4185
"taisyklių",4182
"esate",4180
"pradžia",4179
"am",4176
"kitam",4174
"bendro",4173
"nusprendė",4172
"pasirinkti",4172
"galva",4171
"komanda",4169
"reply",4164
"direktyva",4161
"skirtingų",4159
"bendradarbiavimo",4158
"įstatymas",4154
"siekiama",4149
"visuomenėje",4145
"žodžiai",4145
"klausimų",4138
"įstaigos",4125
"galės",4122
"nuostatas",4108
"tarpusavio",4102
"vertė",4098
"savaime",4097
"mokslininkai",4096
"namai",4095
"komentarą",4092
"nedaug",4090
"bando",4086
"klasės",4084
"visuomenei",4083
"sūnus",4082
"gero",4080
"atlieka",4079
"kasmet",4077
"žmonėmis",4076
"kokią",4074
"prekės",4067
"taikyti",4054
"spalvos",4053
"dienomis",4052
"žymiai",4045
"laikomas",4044
"didelį",4044
"įvertink",4043
"karalius",4042
"temos",4035
"keliu",4031
"vyro",4027
"žemę",4024
"komentarus",4016
"tiktai",4015
"ateina",4011
"grupių",4008
"vietose",4008
"knygoje",4000
"partija",3998
"medžiaga",3998
"bendras",3993
"radijo",3990
"poveikio",3988
"suvokti",3985
"bendra",3984
"sukelia",3976
"panašiai",3968
"politinės",3968
"visko",3964
"didžiojo",3958
"pirmojo",3955
"sritis",3948
"teigimu",3946
"reklamos",3945
"ačiū",3941
"smarkiai",3935
"valstybę",3934
"religija",3933
"pirmąjį",3932
"tarptautinės",3930
"keista",3928
"kalbų",3927
"televizijos",3927
"didelių",3925
"stipriai",3924
"greičiausiai",3921
"patirties",3913
"nuomonės",3911
"dešimt",3911
"viešai",3911
"pripažinti",3910
"dvasios",3909
"manoma",3908
"kitur",3907
"neturėjo",3907
"proga",3905
"ranka",3904
"didelio",3903
"pirmosios",3901
"atsakomybės",3899
"pagrindu",3899
"kiekis",3899
"siųsti",3897
"reikalavimų",3895
"vadinama",3893
"pateikia",3891
"aisiais",3890
"vadovai",3883
"vasaros",3881
"krizės",3880
"religijos",3876
"jūrų",3874
"kitomis",3870
"niekam",3870
"svarbi",3869
"atliekų",3866
"kokių",3864
"pirkti",3862
"rezultatus",3860
"elgesio",3858
"dviem",3855
"laisvę",3851
"nuomonė",3843
"nenori",3839
"drauge",3838
"nebent",3833
"teikti",3832
"reikalinga",3831
"suprantama",3830
"tekstą",3829
"reikalingas",3826
"moka",3826
"didžiausia",3824
"tvarką",3816
"dolerių",3810
"truputį",3807
"parodyti",3800
"teritorijos",3797
"laikui",3797
"žiūrėti",3795
"motina",3792
"daugelį",3789
"viename",3788
"paslaugos",3787
"toli",3786
"kuriai",3784
"tikslus",3783
"teatro",3781
"pagrindinės",3781
"leido",3778
"technologijų",3778
"mokyklų",3770
"ekonominės",3768
"klausimais",3768
"vertės",3767
"rezultatas",3764
"žodžius",3764
"dr",3763
"rinką",3760
"draugams",3754
"h",3753
"klausimai",3748
"naftos",3746
"naudojimo",3745
"srityse",3745
"panaudoti",3744
"proto",3743
"minučių",3739
"vytauto",3739
"prancūzų",3737
"dalimi",3736
"paliko",3734
"naujus",3729
"išlaidų",3727
"proceso",3726
"niekur",3726
"naudos",3724
"toje",3718
"spaudos",3718
"upės",3712
"mėnesio",3709
"tūkst",3708
"gatvės",3702
"duoti",3702
"ilgiau",3702
"lygis",3697
"būtinai",3693
"tiesos",3693
"liga",3688
"valdyti",3688
"sėkmės",3688
"ryšių",3686
"pelno",3684
"ssrs",3683
"idėjos",3679
"veikė",3679
"kreiptis",3677
"lengva",3674
"priemonė",3673
"ekonomika",3672
"šiai",3668
"rezultatų",3664
"teisingumo",3663
"auga",3662
"uosto",3660
"vertina",3660
"norite",3659
"pareiškė",3658
"vandenį",3658
"politikai",3653
"geriausiai",3651
"oficialiai",3651
"metrų",3649
"kompanijos",3648
"vokietijoje",3648
"posted",3647
"sakoma",3644
"laikytis",3641
"mokslas",3640
"tokiais",3639
"buvę",3627
"nustato",3622
"nauji",3618
"antrą",3611
"tiksliau",3610
"kristaus",3608
"reglamento",3607
"neturėtų",3604
"būdų",3598
"atsisakyti",3598
"augalų",3596
"priėmė",3596
"aktų",3594
"įstaigų",3594
"nacionalinės",3592
"tvarkos",3590
"priešingai",3586
"geriausias",3585
"veiksmai",3579
"žiniasklaidos",3579
"pagrindiniai",3579
"taikoma",3568
"porą",3567
"skatina",3567
"filmo",3563
"vokietija",3562
"jėzus",3558
"rankų",3558
"ryto",3548
"vartojimo",3548
"primena",3547
"skatinti",3546
"zmones",3546
"draudžiama",3539
"aplinka",3539
"jėgų",3537
"pora",3535
"gyvybės",3535
"supratau",3532
"skirtumas",3531
"kuomet",3530
"savaitės",3530
"apima",3529
"tėvo",3529
"dokumentus",3528
"valstybėse",3524
"energetikos",3520
"naudojami",3518
"žemėje",3517
"svarbiausias",3516
"įgyvendinimo",3514
"grįžti",3514
"vadovų",3513
"iv",3512
"atstovas",3511
"aplinką",3509
"kažkur",3509
"dvasia",3509
"naujai",3508
"graikų",3508
"metams",3507
"ribų",3506
"noras",3504
"istorijoje",3502
"juose",3501
"lr",3499
"abiejų",3499
"tikėtis",3493
"darbe",3492
"kinijos",3491
"išteklių",3484
"susijusių",3481
"rizikos",3479
"išties",3479
"judėjimo",3476
"laikoma",3475
"politinių",3472
"asociacijos",3472
"niekaip",3470
"stovi",3470
"pareigūnai",3469
"valandų",3468
"pranešimai",3467
"ligų",3467
"latvijos",3466
"projektų",3466
"nurodyta",3465
"stengiasi",3463
"siekė",3461
"kainą",3461
"bandė",3459
"elgtis",3458
"paaiškinti",3458
"griežtai",3457
"atstovų",3456
"teikia",3454
"duris",3452
"kova",3451
"rankos",3450
"pačiam",3449
"daugiausiai",3448
"visose",3444
"vardą",3441
"lemia",3441
"naudojamas",3439
"kovoti",3437
"suma",3428
"tikra",3425
"akys",3425
"bendrovė",3423
"esmė",3421
"antrojo",3421
"karaliaus",3417
"didesnė",3412
"taps",3411
"faktas",3406
"mažiausiai",3404
"parašyta",3398
"atitinkamai",3398
"geros",3397
"taikos",3395
"laivų",3394
"srities",3393
"interesų",3393
"baigėsi",3390
"motinos",3385
"turtą",3384
"žaidimo",3380
"vaizdo",3378
"viduryje",3377
"laisvai",3375
"kainuoja",3374
"kažkaip",3374
"abi",3371
"vidurio",3370
"reklama",3363
"užsienyje",3362
"rinktis",3358
"atsakė",3354
"naudojant",3351
"lygį",3340
"kapitalo",3339
"kategorijos",3338
"rimtai",3336
"reikšmę",3336
"žodžiais",3336
"rinka",3332
"mokslų",3331
"planą",3330
"procentų",3330
"poreikius",3328
"mintys",3328
"priemonėmis",3326
"davė",3326
"įstatymus",3320
"andrius",3320
"specialistai",3318
"patį",3317
"atsakymas",3316
"galios",3315
"šiaulių",3314
"amžiuje",3313
"paskutinis",3312
"pagrindas",3311
"technikos",3310
"regiono",3308
"plačiai",3302
"būdamas",3300
"autorių",3300
"ąją",3296
"žaisti",3294
"skirtingai",3294
"žemė",3293
"susijęs",3292
"osios",3290
"reikalavimai",3287
"tyrimas",3287
"teorija",3287
"alaus",3281
"pasinaudoti",3281
"nuostatų",3280
"akivaizdu",3279
"žinomas",3278
"retai",3278
"komisijai",3278
"šeimoje",3277
"ldk",3277
"suprantu",3275
"šviesos",3273
"nurodyti",3273
"sienų",3270
"laikotarpis",3267
"klubo",3263
"aukščiau",3262
"vienintelė",3260
"sąrašą",3256
"kokius",3253
"padės",3253
"draugų",3253
"aukso",3251
"kokio",3251
"sužinoti",3251
"kelios",3250
"asmenybės",3248
"surasti",3245
"kaime",3244
"imperijos",3243
"taikomos",3235
"ministerija",3235
"šilumos",3231
"krikščionių",3230
"krizė",3228
"tiesiai",3228
"kiekį",3228
"pastaruoju",3227
"bažnyčią",3225
"dainų",3224
"blogas",3223
"dalyvauja",3220
"kitoje",3219
"šaltinių",3217
"atvejų",3216
"mergina",3214
"patirtis",3214
"vertinimo",3210
"valandas",3210
"vaikui",3208
"partizanų",3208
"socialinio",3204
"nesu",3204
"dalių",3201
"atvirkščiai",3200
"asmenims",3188
"alkoholio",3186
"daugybę",3185
"sumažėjo",3184
"bendrinti",3177
"pilies",3177
"kūnas",3173
"valstybinės",3171
"išlaidas",3167
"dalyvių",3166
"ramiai",3165
"programų",3164
"priima",3163
"didinti",3162
"bene",3161
"įstatymą",3160
"naudinga",3159
"bendrauti",3159
"valgyti",3158
"eurų",3156
"teigiama",3155
"draugai",3153
"buti",3149
"straipsniai",3149
"maskvos",3149
"tikiuosi",3145
"įvykių",3141
"klausimu",3138
"kūną",3138
"apskrities",3136
"saugos",3135
"balsų",3135
